iter	MultiClass
914	0.551597371
915	0.5513849756
916	0.5512099399
917	0.5510152194
918	0.5507959158
919	0.5506712541
920	0.5504732698
921	0.55027776
922	0.5502147022
923	0.5500313663
924	0.5498652205
925	0.5496595033
926	0.5494798113
927	0.5493426701
928	0.5491681281
929	0.5490245978
930	0.5489468884
931	0.5487429256
932	0.5485985792
933	0.5484760775
934	0.5482579423
935	0.5481459691
936	0.5480322556
937	0.5478588145
938	0.5477157418
939	0.5475699407
940	0.5474160759
941	0.5472694332
942	0.5469205214
943	0.546756694
944	0.5465889534
945	0.546401032
946	0.5463549934
947	0.5461420889
948	0.5460415538
949	0.5458957163
950	0.5457574348
951	0.5455777188
952	0.5453743767
953	0.5452532467
954	0.5451262788
955	0.5449923492
956	0.5449219026
957	0.5447810146
958	0.5446608671
959	0.5445680713
960	0.5443838383
961	0.5441870447
962	0.5440343778
963	0.5437525021
964	0.5436914647
965	0.5434995907
966	0.5432757823
967	0.5431695556
968	0.5429583224
969	0.5428122624
970	0.5426133791
971	0.5424145592
972	0.542249038
973	0.5421235104
974	0.541839392
975	0.5417715547
976	0.5415571961
977	0.5414559602
978	0.5413240064
979	0.5412085665
980	0.5411117611
981	0.5410111021
982	0.5409015504
983	0.5408035167
984	0.5406028987
985	0.540443158
986	0.5402691682
987	0.5401330587
988	0.5399601601
989	0.5398517237
990	0.5397481821
991	0.5395955891
992	0.5395347102
993	0.5393691905
994	0.5392096129
995	0.5390262997
996	0.538905297
997	0.5387879922
998	0.5386434656
999	0.5385683713
